,show_id,title,country,release_year,is_adult,duration,description
176,s280,Monster Hunter: Legends of the Guild,United States,2021,TV-PG,59,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon."
177,s282,Brother Jekwu,Nigeria,2016,TV-14,101,"Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord."
178,s283,La diosa del asfalto,Mexico,2020,TV-MA,127,"A woman from a tough neighborhood outside Mexico City comes home a rock star, inadvertently provoking a confrontation with the ghosts of her past."
179,s284,Misha and the Wolves,Belgium,2021,PG-13,90,"As a little girl, she escaped the Holocaust and lived among wolves. Or did she? An extraordinary story elicits sympathy — then draws scrutiny."
180,s285,The Kissing Booth 3,United Kingdom,2021,TV-14,114,"Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee."
181,s286,The Railway Man,Switzerland,2013,R,108,"Decades after World War II, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus."
182,s291,Untold: Malice at the Palace,United States,2021,TV-MA,70,"Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy."
183,s293,Quartet,United Kingdom,2012,PG-13,98,"To save their posh retirement home, former opera stars plan a gala recital — until the biggest diva among them refuses to sing."
184,s294,Slay,South Africa,2021,TV-MA,86,"In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities."
185,s295,Takizawa Kabuki ZERO 2020 The Movie,Not Available,2020,TV-PG,139,"Superstar Hideaki Takizawa reimagines his acclaimed kabuki production for the screen, featuring the dynamic talents of idol group Snow Man."
186,s296,The Paper Tigers,United States,2021,PG-13,111,"After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor."
187,s299,Quam's Money,Nigeria,2020,TV-MA,115,"In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud."
188,s300,The Swarm,France,2021,TV-14,102,"A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood."
189,s301,Vivo,Canada,2021,PG,100,A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.
190,s302,Chennai Express,India,2013,TV-14,135,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.
191,s303,City of God: 10 Years Later,Brazil,2013,TV-MA,69,"A decade after the seminal Brazilian film ""City of God,"" this documentary reunites some of the cast and crew to find out what paths their lives took."
192,s304,Esperando la carroza,Argentina,1985,TV-MA,95,Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?
193,s305,Lady Boss: The Jackie Collins Story,United Kingdom,2021,TV-14,97,"""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles."
194,s306,Tango Feroz,Argentina,1993,TV-MA,124,"One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair."
195,s307,'76,Nigeria,2016,TV-PG,118,"When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events."
196,s308,Aftermath,United States,2021,TV-MA,115,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history."
197,s309,American Masters: Inventing David Geffen,United States,2012,TV-MA,115,"The son of Jewish immigrants, David Geffen emerged from a humble upbringing to become one of the most powerful media personalities in America."
198,s315,Heavy,United States,1995,R,104,Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.
199,s316,Ije: The Journey,United States,2010,TV-MA,106,"When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her sibling’s freedom."
200,s318,Pray Away,United States,2021,PG-13,102,"Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence."
201,s319,Shiny_Flakes: The Teenage Drug Lord,Not Available,2021,TV-MA,97,"Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast)."""
202,s326,Beethoven,United States,1992,PG,87,"A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction."
203,s327,Beethoven's 2nd,United States,1993,PG,88,"After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies."
204,s328,Beowulf,United States,2007,PG-13,114,This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.
205,s329,Boyka: Undisputed,Bulgaria,2016,R,90,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.
206,s330,Catch Me If You Can,United States,2002,PG-13,142,"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit."
207,s331,Cloudy with a Chance of Meatballs,United States,2009,PG,90,"When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow."
208,s333,Deep Blue Sea,United States,1999,R,105,Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence.
209,s334,Ferris Bueller's Day Off,United States,1986,PG-13,103,"After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend."
210,s335,Five Feet Apart,United States,2019,PG-13,116,A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.
211,s336,Freedomland,United States,2006,R,113,"When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details."
212,s338,Good Luck Chuck,United States,2007,R,99,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right."
213,s340,I missed you: Director's Cut,Not Available,2021,TV-14,96,A workaholic reconnects with two men she blocked on social media five years ago and begins to reflect on her past life choices.
214,s341,Inception,United States,2010,PG-13,148,A troubled thief who extracts secrets from people's dreams takes one last job: leading a dangerous mission to plant an idea in a target's subconscious.
215,s342,Magnolia,United States,1999,R,189,"Through chance, history and divine intervention, a cast of eclectic characters weaves and warps through each other's lives on a random day in California."
216,s343,Major Payne,United States,1995,PG-13,97,A hardened Marine is given his marching orders and must now lead a disorderly group of mismatched cadets into a junior ROTC competition.
217,s344,My Girl,United States,1991,PG-13,102,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.
218,s345,My Girl 2,United States,1994,PG,99,A teen makes surprising discoveries when she talks to her dead mother's high school friends for an essay about someone she admires but has never met.
219,s346,Open Season: Scared Silly,United States,2015,PG,85,"When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear."
220,s347,Pineapple Express,United States,2008,R,112,"After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them."
221,s348,Planet 51,Spain,2009,PG,91,"After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely."
222,s349,Poms,United Kingdom,2019,PG-13,91,"After moving to a retirement community, loner Martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors."
223,s350,Seabiscuit,United States,2003,PG-13,141,An ungainly-looking colt becomes a winning thoroughbred in this Depression-era drama based on the true story of champion racehorse Seabiscuit.
224,s351,Space Cowboys,United States,2000,PG-13,130,A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.
