,show_id,title,country,release_year,is_adult,num_seasons,description,num_episodes
168,s498,Cat People,Not Available,2021,TV-14,1,"Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales.",18
169,s500,Dogs,United States,2021,TV-PG,2,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances.",15
170,s504,The Mire,Poland,2021,TV-MA,2,"In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious.",21
171,s505,The War Next-door,Not Available,2021,TV-MA,1,"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",20
172,s510,Ask the StoryBots,United States,2019,TV-Y,3,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.",19
173,s511,Between,Canada,2016,TV-14,2,"After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",19
174,s512,Chelsea,United States,2017,TV-MA,2,"It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.",17
175,s513,Code Lyoko,France,2007,TV-Y7,4,"After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world.",13
176,s514,Colony,United States,2018,TV-14,3,"When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son.",19
177,s515,Cuckoo,United Kingdom,2019,TV-MA,5,"Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family.",20
178,s516,Derry Girls,United Kingdom,2019,TV-MA,2,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",21
179,s517,Girl from Nowhere,Thailand,2021,TV-MA,2,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",16
180,s518,Good Morning Call,Japan,2017,TV-14,2,"A high school girl finally gets her own apartment, but she has to share it with the most popular boy in school. No one can know they're living together.",21
181,s520,I AM A KILLER,United Kingdom,2020,TV-MA,2,Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.,19
182,s521,I Think You Should Leave with Tim Robinson,United States,2021,TV-MA,2,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,19
183,s522,Kim's Convenience,Canada,2021,TV-MA,5,"While running a convenience store in Toronto, members of a Korean-Canadian family deal with customers, each other and the evolving world around them.",18
184,s523,Larva,Russia,2015,TV-Y7,3,Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,15
185,s524,Marcella,United Kingdom,2019,TV-MA,3,"Her marriage just ended and she's returning to work as a London detective after 12 years away. Is the serial killer she once investigated back, too?",14
186,s525,Midnight Diner: Tokyo Stories,Japan,2019,TV-MA,2,Patrons of an otherwise mundane Japanese diner find simple yet profound connections with one another based on the shared love of a particular dish.,20
187,s526,My Little Pony: Friendship Is Magic,United States,2018,TV-Y,8,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.",19
188,s527,Orange Is the New Black,United States,2019,TV-MA,7,"A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds.""",22
189,s528,Puffin Rock,Ireland,2016,TV-Y,2,"Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family.",16
190,s531,Richie Rich,United States,2015,TV-G,2,"After turning his veggies into green energy, Richie Rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure.",19
191,s533,Scream,United States,2019,TV-MA,3,"In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past.",17
192,s534,Shtisel,Israel,2021,TV-14,3,"A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life.",15
193,s536,Some Assembly Required,Canada,2015,TV-Y,2,A 14-year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.,17
194,s537,Tales by Light,Australia,2018,TV-14,3,"Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light.",16
195,s538,Terrace House: Opening New Doors,Japan,2018,TV-14,6,"A group of young people – including a chef, a snowboarder and an ice hockey player – gather in the Karuizawa woods while pursuing their dreams.",19
196,s539,The A List,United Kingdom,2021,TV-PG,2,"Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",18
197,s540,The New Legends of Monkey,Australia,2020,TV-PG,2,A valiant girl liberates the Monkey King – a god long trapped in stone – in a quest to find seven sacred scrolls and save the world from evil.,14
198,s541,The Worst Witch,United Kingdom,2020,TV-G,4,"After stumbling into a school for witches, a bumbling heroine comes to realize that she just might belong there. Based on Jill Murphy's beloved books.",20
199,s544,Undercover,Belgium,2020,TV-MA,2,Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,13
200,s545,Workin' Moms,Canada,2021,TV-MA,5,"Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto.",19
201,s546,YooHoo to the Rescue,South Korea,2020,TV-Y,3,"In a series of magical missions, quick-witted YooHoo and his can-do crew travel the globe to help animals in need.",14
202,s547,You Are My Spring,Not Available,2021,TV-14,1,A hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case.,13
203,s548,We the People,United States,2021,TV-Y7,1,"Learn the basics of rights and citizenship with upbeat songs by popular artists like Janelle Monáe, H.E.R., Adam Lambert, Brandi Carlile and more.",14
204,s549,Grey's Anatomy,United States,2020,TV-14,17,Intern (and eventual resident) Meredith Grey finds herself caught up in personal and professional passions with fellow doctors at a Seattle hospital.,19
205,s550,Big Timber,Not Available,2020,TV-14,1,A no-nonsense logger and his loyal crew battle brutal elements and finicky machines to chop and transport valuable lumber on Vancouver Island.,15
206,s554,Mortel,France,2019,TV-MA,2,"After making a deal with a supernatural figure, two high schoolers emerge with extraordinary powers and join forces to solve a murder.",21
207,s566,Bureau of Magical Things,Australia,2020,TV-G,1,"When a teen accidentally discovers an enchanted realm, she becomes the only one able to unite the human and magical worlds – and save both from evil.",15
208,s572,Generation 56k,Not Available,2021,TV-MA,1,"A chance encounter leads two 30-somethings to remember 1998, the year their teenage hormones kicked in — and the internet changed their lives forever.",15
209,s578,Masameer County,Not Available,2021,TV-MA,1,"A humorous view on a changing Saudi, this season includes stories about a global media war, a long-standing tribal feud and a health craze gone too far.",16
210,s588,Quarantine Tales,Not Available,2020,TV-MA,1,"Traversing genres, five separate stories offer unique, whimsical and thought-provoking takes on life during the pandemic in 2020.",21
211,s589,Rainbow Rangers,United States,2018,TV-Y,1,"When Earth's animals and natural wonders need a rescue, the Rainbow Rangers combine their colorful powers to protect the planet and save the day!",13
212,s591,Sailor Moon Crystal,Not Available,2016,TV-Y7,3,"Middle schooler Usagi Tsukino and her friends learn that they have the power to transform into Sailor Guardians, protecting the world from darkness.",18
213,s618,Young Royals,Sweden,2021,TV-MA,1,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",19
214,s621,Droppin' Cash: Los Angeles,United States,2019,TV-MA,1,This Complex series follows the paper trail of musicians and athletes in Los Angeles as they blow through stacks on the finer things in life.,16
215,s622,Legend of Exorcism,Not Available,2020,TV-14,1,"After leaving Yaojin Palace, Kong Hongjun arrives in Chang'an to battle demons and forms a bond with exorcism squad chief Li Jinglong.",20
216,s626,Somos.,Mexico,2021,TV-MA,1,"The lives of the people of Allende, a Mexican border town, are overtaken by a powerful cartel's operations, leading to tragedy. Inspired by true events.",15
217,s627,Sophie: A Murder in West Cork,Not Available,2021,TV-MA,1,A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.,17
218,s628,The Daily Life of the Immortal King,China,2020,TV-14,1,"Having vanquished a powerful demon at age six, precocious wizard Wang Ling must now navigate high school life as an ordinary teen.",12
219,s629,StarBeam,United States,2021,TV-Y,4,"When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!",20
220,s632,The Seven Deadly Sins,Japan,2021,TV-14,5,"When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm.",13
221,s638,Ray,Not Available,2021,TV-MA,1,"From a satire to a psychological thriller, four short stories from celebrated auteur and writer Satyajit Ray are adapted for the screen in this series.",17
222,s639,Sex/Life,United States,2021,TV-MA,1,A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,13
