Car Year,Car Brand,Car Model,Car Engine,Car Transmission,Reserve Price,Winning Price,Bidded Date
2008,Brand-47,Model-337,1.5,Auto,10000,16400,5/6/2020
2008,Brand-47,Model-338,2,Auto,28300,28800,5/6/2020
2008,Brand-47,Model-347,2,Manual,17800,17800,5/6/2020
2008,Brand-47,Model-357,1.5,Auto,12000,17600,5/6/2020
2009,Brand-18,Model-79,2,Auto,20000,23800,5/6/2020
2009,Brand-18,Model-79,2,Auto,24000,26700,5/6/2020
2009,Brand-47,Model-338,2,Auto,18000,27600,5/6/2020
2010,Brand-40,Model-263,1.6,Auto,17000,17300,5/6/2020
2010,Brand-47,Model-341,2,Auto,30000,30300,5/6/2020
2010,Brand-47,Model-340,1.5,Auto,19000,21800,5/6/2020
2010,Brand-47,Model-340,1.5,Auto,22000,22500,5/6/2020
2010,Brand-47,Model-349,1.8,Auto,30000,53700,5/6/2020
2010,Brand-48,Model-395,1.6,Auto,28300,28600,5/6/2020
2011,Brand-18,Model-75,2,Auto,31000,32600,5/6/2020
2011,Brand-40,Model-270,1.6,Auto,10000,13600,5/6/2020
2011,Brand-40,Model-262,2,Auto,18000,18300,5/6/2020
2011,Brand-41,Model-299,1.6,Auto,8000,14300,5/6/2020
2011,Brand-46,Model-326,1.5,Auto,13000,18600,5/6/2020
2011,Brand-47,Model-338,2.4,Auto,40000,40200,5/6/2020
2011,Brand-47,Model-341,1.8,Auto,24800,25400,5/6/2020
2011,Brand-47,Model-341,1.8,Auto,30000,31800,5/6/2020
2012,Brand-18,Model-73,1.5,Auto,27000,30000,5/6/2020
2012,Brand-18,Model-72,1.8,Auto,33800,37800,5/6/2020
2012,Brand-18,Model-77,1.5,Auto,30000,32400,5/6/2020
2012,Brand-18,Model-76,1.3,Auto,13900,17700,5/6/2020
2012,Brand-18,Model-76,1.3,Auto,17600,18500,5/6/2020
2012,Brand-36,Model-234,2.5,Auto,33000,41300,5/6/2020
2012,Brand-47,Model-343,1.5,Auto,19000,18300,5/6/2020
2012,Brand-47,Model-350,2.4,Auto,98300,101800,5/6/2020
2012,Brand-48,Model-388,1.4,Auto,23000,33300,5/6/2020
2013,Brand-8,Model-34,1.5,Manual,23000,23300,5/6/2020
2013,Brand-12,Model-43,2.2,Manual,23300,27600,5/6/2020
2013,Brand-18,Model-75,2,Auto,49800,53000,5/6/2020
2013,Brand-18,Model-73,1.5,Auto,29300,30400,5/6/2020
2013,Brand-18,Model-74,1.3,Auto,19000,26400,5/6/2020
2013,Brand-34,Model-205,2,Auto,49000,48300,5/6/2020
2013,Brand-35,Model-228,1.6,Auto,37000,73300,5/6/2020
2013,Brand-36,Model-234,2.5,Manual,23800,23800,5/6/2020
2013,Brand-36,Model-234,2.5,Manual,23000,30300,5/6/2020
2013,Brand-41,Model-298,1.6,Auto,10000,12300,5/6/2020
2013,Brand-45,Model-319,2,Auto,80000,88000,5/6/2020
2013,Brand-47,Model-342,2.5,Auto,40000,51300,5/6/2020
2013,Brand-47,Model-340,1.5,Auto,36100,36200,5/6/2020
2013,Brand-48,Model-396,1.8,Auto,38000,48500,5/6/2020
2013,Brand-48,Model-388,1.4,Auto,36000,45400,5/6/2020
2014,Brand-18,Model-75,2,Auto,36000,60800,5/6/2020
2014,Brand-18,Model-75,2.4,Auto,39800,60000,5/6/2020
2014,Brand-18,Model-73,1.5,Auto,39300,42800,5/6/2020
2014,Brand-18,Model-72,2,Auto,31000,53500,5/6/2020
2014,Brand-18,Model-74,1.5,Auto,42800,44700,5/6/2020
2014,Brand-27,Model-161,1.6,Auto,28300,32600,5/6/2020
2014,Brand-47,Model-340,1.5,Auto,41000,41300,5/6/2020
2014,Brand-48,Model-393,1.8,Auto,32300,35200,5/6/2020
2014,Brand-49,Model-404,1.6,Auto,31600,43600,5/6/2020
2015,Brand-17,Model-66,4,Manual,24900,48000,5/6/2020
2015,Brand-18,Model-79,2,Auto,63000,66500,5/6/2020
2015,Brand-18,Model-78,1.8,Auto,33000,61600,5/6/2020
2015,Brand-18,Model-78,1.8,Auto,36000,58800,5/6/2020
2015,Brand-19,Model-102,1.8,Auto,33000,40300,5/6/2020
2015,Brand-34,Model-208,1.5,Auto,43600,46200,5/6/2020
2015,Brand-40,Model-267,1.5,Auto,24000,27300,5/6/2020
2015,Brand-47,Model-338,2.5,Auto,66600,74600,5/6/2020
2015,Brand-47,Model-345,2.5,Manual,67000,70700,5/6/2020
2015,Brand-47,Model-342,2.5,Auto,34200,57300,5/6/2020
2015,Brand-47,Model-342,2.5,Auto,33300,58500,5/6/2020
2015,Brand-47,Model-350,2.5,Auto,130000,155300,5/6/2020
2015,Brand-47,Model-340,1.5,Auto,38000,38500,5/6/2020
2015,Brand-48,Model-394,1.4,Auto,30700,32400,5/6/2020
2016,Brand-18,Model-73,1.5,Auto,38000,38300,5/6/2020
2016,Brand-18,Model-73,1.5,Auto,38000,38300,5/6/2020
2016,Brand-18,Model-72,1.5,Auto,73000,75300,5/6/2020
2016,Brand-34,Model-207,2,Auto,60000,73200,5/6/2020
2016,Brand-40,Model-275,1.6,Manual,33000,33300,5/6/2020
2016,Brand-40,Model-273,2,Auto,70000,70300,5/6/2020
2017,Brand-15,Model-61,1.5,Auto,19800,18800,5/6/2020
2017,Brand-18,Model-72,1.5,Auto,76000,76300,5/6/2020
2017,Brand-18,Model-72,1.5,Auto,84300,84600,5/6/2020
2017,Brand-19,Model-100,2.5,Auto,81300,81600,5/6/2020
2017,Brand-47,Model-347,2,Auto,67700,72600,5/6/2020
2018,Brand-18,Model-72,1.5,Auto,90000,82500,5/6/2020
2018,Brand-34,Model-210,2,Auto,93000,87600,5/6/2020
2018,Brand-34,Model-210,2,Auto,99300,300000,5/6/2020
2018,Brand-36,Model-234,2.4,Auto,64100,65000,5/6/2020
2018,Brand-48,Model-393,1.8,Auto,78300,78600,5/6/2020
2019,Brand-18,Model-72,1.8,Auto,74300,82800,5/6/2020
2019,Brand-41,Model-300,1.2,Auto,20000,42500,5/6/2020
2019,Brand-47,Model-354,1.5,Auto,39000,58600,5/6/2020
2019,Brand-49,Model-406,2,Auto,310000,310300,5/6/2020
1995,Brand-8,Model-35,1,Manual,800,3200,6/6/2020
2000,Brand-36,Model-236,2.4,Manual,3000,8600,6/6/2020
2001,Brand-18,Model-79,2,Auto,8000,8300,6/6/2020
2002,Brand-27,Model-162,1.6,Auto,1300,1400,6/6/2020
2002,Brand-47,Model-341,1.6,Auto,9600,30000,6/6/2020
2002,Brand-47,Model-341,1.8,Auto,8000,8800,6/6/2020
2002,Brand-47,Model-339,2.4,Auto,19000,20300,6/6/2020
2004,Brand-47,Model-352,1.8,Auto,9000,8800,6/6/2020
2005,Brand-47,Model-337,1.3,Auto,9300,11300,6/6/2020
2006,Brand-18,Model-75,2,Auto,10000,13700,6/6/2020
2006,Brand-47,Model-347,2,Auto,10300,15600,6/6/2020
2007,Brand-22,Model-129,3,Auto,10000,18300,6/6/2020
2007,Brand-34,Model-204,1.6,Auto,7000,11600,6/6/2020
2008,Brand-47,Model-350,2.4,Auto,60000,61200,6/6/2020
2009,Brand-18,Model-75,2,Auto,27000,27300,6/6/2020
2009,Brand-27,Model-162,1.6,Auto,1300,1800,6/6/2020
2009,Brand-41,Model-298,1.6,Auto,7100,7200,6/6/2020
2009,Brand-47,Model-340,1.5,Auto,18300,20500,6/6/2020
2010,Brand-18,Model-72,1.8,Auto,28300,28800,6/6/2020
2010,Brand-47,Model-340,1.5,Auto,20000,20800,6/6/2020
2011,Brand-47,Model-338,2.4,Auto,33000,42300,6/6/2020
2011,Brand-47,Model-342,2.5,Manual,23300,28400,6/6/2020
2011,Brand-47,Model-342,3,Auto,28000,38000,6/6/2020
2011,Brand-48,Model-392,1.4,Auto,16800,16800,6/6/2020
2012,Brand-4,Model-4,2,Auto,7000,7300,6/6/2020
2012,Brand-27,Model-159,2,Auto,31000,31300,6/6/2020
2012,Brand-39,Model-169,1.6,Auto,13000,16200,6/6/2020
2012,Brand-40,Model-263,1.8,Auto,23300,25700,6/6/2020
2012,Brand-40,Model-268,2.5,Auto,29000,34000,6/6/2020
2012,Brand-47,Model-358,1.8,Auto,21400,24300,6/6/2020
2012,Brand-47,Model-343,1.5,Auto,16000,17700,6/6/2020
2012,Brand-47,Model-340,1.5,Auto,29000,30500,6/6/2020
2012,Brand-48,Model-388,2,Auto,70000,87300,6/6/2020
2013,Brand-12,Model-48,2,Auto,27000,28300,6/6/2020
2013,Brand-21,Model-102,1.8,Auto,30300,33600,6/6/2020
2013,Brand-27,Model-164,2.4,Auto,27000,38800,6/6/2020
2013,Brand-36,Model-234,2.5,Auto,42000,42300,6/6/2020
2013,Brand-40,Model-267,1.5,Auto,22000,24800,6/6/2020
2013,Brand-41,Model-301,2,Auto,8000,8600,6/6/2020
2013,Brand-47,Model-341,1.8,Auto,30000,36600,6/6/2020
2013,Brand-47,Model-350,2.4,Auto,112900,117000,6/6/2020
2013,Brand-47,Model-350,2.4,Auto,120000,120700,6/6/2020
2013,Brand-47,Model-340,1.5,Auto,26000,27600,6/6/2020
2014,Brand-12,Model-43,2.2,Auto,40000,40300,6/6/2020
2014,Brand-18,Model-72,2,Auto,47300,47800,6/6/2020
2014,Brand-27,Model-161,1.6,Auto,31600,31700,6/6/2020
2014,Brand-40,Model-263,1.6,Auto,31000,34200,6/6/2020
2015,Brand-12,Model-43,2.2,Auto,37000,61200,6/6/2020
2015,Brand-18,Model-75,2,Auto,60300,63800,6/6/2020
2015,Brand-18,Model-79,2.4,Auto,63300,66000,6/6/2020
2015,Brand-18,Model-74,1.5,Auto,41000,44000,6/6/2020
2015,Brand-18,Model-74,1.5,Auto,44000,47300,6/6/2020
2015,Brand-19,Model-100,2.5,Auto,67700,71800,6/6/2020
2015,Brand-22,Model-129,2.5,Auto,43000,51700,6/6/2020
2016,Brand-18,Model-72,1.8,Auto,68000,68300,6/6/2020
2016,Brand-18,Model-74,1.5,Auto,42300,45600,6/6/2020
2016,Brand-19,Model-100,2.5,Auto,76000,76300,6/6/2020
2016,Brand-40,Model-263,1.8,Auto,40000,44300,6/6/2020
2016,Brand-47,Model-338,2.5,Auto,76000,78800,6/6/2020
2016,Brand-47,Model-341,1.8,Auto,37000,58700,6/6/2020
2016,Brand-47,Model-342,2.4,Auto,70000,83300,6/6/2020
2016,Brand-48,Model-388,1.4,Auto,37000,60000,6/6/2020
2017,Brand-18,Model-75,2,Auto,83300,88500,6/6/2020
2017,Brand-18,Model-82,1.5,Auto,33000,58800,6/6/2020
2017,Brand-18,Model-73,1.5,Auto,46000,48800,6/6/2020
2017,Brand-40,Model-262,2,Auto,62200,63300,6/6/2020
2018,Brand-18,Model-75,2,Auto,90000,88500,6/6/2020
2018,Brand-18,Model-83,1.5,Auto,38000,65700,6/6/2020
2018,Brand-18,Model-73,1.5,Auto,32300,55700,6/6/2020
2018,Brand-18,Model-81,1.5,Auto,103000,118700,6/6/2020
2018,Brand-34,Model-210,2.5,Auto,120000,120300,6/6/2020
2019,Brand-47,Model-347,2,Auto,83000,86600,6/6/2020
1996,Brand-18,Model-75,2.2,Auto,3000,5300,7/6/2020
1997,Brand-18,Model-72,1.6,Manual,3300,8300,7/6/2020
1998,Brand-47,Model-348,3,Auto,3000,6800,7/6/2020
2000,Brand-36,Model-236,2.8,Auto,10000,13700,7/6/2020
2005,Brand-40,Model-270,1.6,Auto,3000,5500,7/6/2020
2005,Brand-47,Model-337,1.3,Auto,9000,12000,7/6/2020
2005,Brand-47,Model-339,3,Auto,18300,27500,7/6/2020
2005,Brand-47,Model-347,2,Auto,14000,16800,7/6/2020
2006,Brand-18,Model-73,1.5,Auto,8800,11200,7/6/2020
2006,Brand-18,Model-72,1.8,Auto,19300,22800,7/6/2020
2006,Brand-47,Model-337,1.3,Manual,9000,11500,7/6/2020
2007,Brand-46,Model-326,1.6,Auto,13000,16600,7/6/2020
2007,Brand-47,Model-347,2,Auto,16000,18300,7/6/2020
2008,Brand-40,Model-263,1.8,Auto,13300,15800,7/6/2020
2008,Brand-47,Model-336,3.5,Auto,33000,53200,7/6/2020
2009,Brand-18,Model-72,1.8,Auto,23300,25800,7/6/2020
2009,Brand-22,Model-129,2.5,Manual,17000,17400,7/6/2020
2009,Brand-37,Model-248,2.8,Manual,23000,23300,7/6/2020
2009,Brand-46,Model-326,1.5,Auto,10000,15400,7/6/2020
2010,Brand-12,Model-47,1.4,Manual,8100,8800,7/6/2020
2010,Brand-18,Model-72,1.8,Auto,26000,34000,7/6/2020
2010,Brand-34,Model-211,2.3,Auto,23000,36800,7/6/2020
2010,Brand-39,Model-169,1.6,Auto,13300,13700,7/6/2020
2010,Brand-46,Model-326,1.5,Auto,13000,18000,7/6/2020
2010,Brand-46,Model-326,1.5,Auto,16000,17300,7/6/2020
2010,Brand-47,Model-339,2.4,Auto,63000,74600,7/6/2020
2010,Brand-47,Model-342,2.5,Auto,34300,34600,7/6/2020
2010,Brand-47,Model-342,3,Auto,33900,37300,7/6/2020
2010,Brand-47,Model-342,3,Auto,38000,38300,7/6/2020
2011,Brand-12,Model-47,1.6,Auto,9300,12600,7/6/2020
2011,Brand-18,Model-73,1.5,Auto,30000,30300,7/6/2020
2011,Brand-36,Model-236,2.5,Auto,23000,46600,7/6/2020
2012,Brand-18,Model-73,1.5,Auto,23300,28300,7/6/2020
2012,Brand-18,Model-80,2.4,Auto,64300,71300,7/6/2020
2012,Brand-47,Model-356,2.7,Auto,43000,50600,7/6/2020
2012,Brand-47,Model-349,1.8,Auto,33000,58000,7/6/2020
2013,Brand-12,Model-47,1.6,Auto,16000,17400,7/6/2020
2013,Brand-18,Model-72,1.5,Auto,23000,31300,7/6/2020
2013,Brand-18,Model-72,1.5,Auto,27000,32000,7/6/2020
2013,Brand-18,Model-79,2,Auto,43000,48500,7/6/2020
2013,Brand-47,Model-343,1.5,Auto,20000,20700,7/6/2020
2013,Brand-47,Model-350,2.4,Auto,108300,116000,7/6/2020
2013,Brand-47,Model-350,2.4,Auto,123000,123300,7/6/2020
2013,Brand-47,Model-350,2.4,Auto,123000,125300,7/6/2020
2014,Brand-13,Model-56,2.2,Manual,7000,7300,7/6/2020
2014,Brand-18,Model-73,1.5,Auto,36000,36300,7/6/2020
2014,Brand-21,Model-109,2.4,Auto,30000,50300,7/6/2020
2014,Brand-27,Model-165,1.2,Auto,13000,17300,7/6/2020
2014,Brand-40,Model-267,1.5,Auto,24600,24700,7/6/2020
2014,Brand-40,Model-263,1.6,Auto,34100,34800,7/6/2020
2014,Brand-47,Model-350,2.4,Auto,108300,110800,7/6/2020
2014,Brand-47,Model-340,1.5,Auto,39000,38300,7/6/2020
2015,Brand-18,Model-73,1.5,Auto,40000,43000,7/6/2020
2015,Brand-18,Model-73,1.5,Auto,43000,46700,7/6/2020
2015,Brand-34,Model-204,2,Auto,30000,57200,7/6/2020
2015,Brand-41,Model-296,1.6,Auto,38300,55300,7/6/2020
2015,Brand-47,Model-341,1.8,Auto,38700,61800,7/6/2020
2016,Brand-18,Model-72,1.8,Auto,63900,71400,7/6/2020
2016,Brand-18,Model-72,1.8,Auto,66300,66600,7/6/2020
2016,Brand-36,Model-240,2.4,Auto,76000,85500,7/6/2020
2016,Brand-40,Model-262,2,Auto,34200,54300,7/6/2020
2017,Brand-18,Model-73,1.5,Auto,43000,52300,7/6/2020
2017,Brand-48,Model-391,1.6,Auto,30900,35300,7/6/2020
2018,Brand-47,Model-342,2.4,Auto,86000,88800,7/6/2020
1998,Brand-47,Model-348,3,Auto,7300,8200,8/6/2020
2003,Brand-19,Model-99,2.4,Auto,2000,2800,8/6/2020
2003,Brand-47,Model-336,3,Auto,24300,32200,8/6/2020
2004,Brand-19,Model-101,1.5,Auto,1300,2500,8/6/2020
2004,Brand-27,Model-166,1.8,Auto,2700,3300,8/6/2020
2005,Brand-40,Model-270,1.6,Auto,8000,8200,8/6/2020
2006,Brand-18,Model-75,2,Auto,13400,14400,8/6/2020
2007,Brand-40,Model-276,1.6,Auto,8000,30000,8/6/2020
2007,Brand-47,Model-341,1.6,Auto,13000,15300,8/6/2020
2007,Brand-47,Model-347,2,Auto,18000,18300,8/6/2020
2008,Brand-18,Model-73,1.5,Auto,10000,12000,8/6/2020
2008,Brand-18,Model-72,1.8,Auto,23000,25300,8/6/2020
2008,Brand-47,Model-337,1.5,Auto,18000,18300,8/6/2020
2009,Brand-18,Model-73,1.5,Auto,20000,20300,8/6/2020
2009,Brand-47,Model-340,1.5,Auto,13000,18200,8/6/2020
2010,Brand-18,Model-74,1.5,Auto,30000,32000,8/6/2020
2010,Brand-27,Model-159,2,Auto,10300,11300,8/6/2020
2010,Brand-47,Model-340,1.5,Auto,23800,24600,8/6/2020
2010,Brand-47,Model-340,1.5,Manual,17000,17800,8/6/2020
2011,Brand-21,Model-109,2.4,Auto,21300,26400,8/6/2020
2011,Brand-30,Model-185,1.8,Auto,40300,44000,8/6/2020
2011,Brand-36,Model-234,2.5,Manual,17600,17700,8/6/2020
2011,Brand-39,Model-169,1.6,Auto,10000,14300,8/6/2020
2011,Brand-41,Model-298,1.6,Auto,7000,10800,8/6/2020
2011,Brand-47,Model-338,2,Auto,40000,41800,8/6/2020
2011,Brand-47,Model-339,2.4,Auto,76000,76300,8/6/2020
2011,Brand-47,Model-340,1.5,Auto,24000,24300,8/6/2020
2011,Brand-47,Model-340,1.5,Auto,26300,28200,8/6/2020
2011,Brand-48,Model-388,1.4,Auto,27600,28600,8/6/2020
2012,Brand-5,Model-16,2.8,Auto,23600,24500,8/6/2020
2012,Brand-12,Model-46,2,Auto,10000,15800,8/6/2020
2012,Brand-21,Model-109,2.4,Auto,18000,28000,8/6/2020
2012,Brand-34,Model-204,2,Auto,24700,25000,8/6/2020
2012,Brand-40,Model-263,1.6,Auto,19300,21800,8/6/2020
2012,Brand-41,Model-296,1.6,Auto,22800,24800,8/6/2020
2013,Brand-12,Model-47,1.5,Auto,20000,20300,8/6/2020
2013,Brand-27,Model-167,2.7,Manual,12000,15600,8/6/2020
2013,Brand-27,Model-164,2.4,Auto,34300,34400,8/6/2020
2013,Brand-40,Model-267,1.5,Auto,20000,22500,8/6/2020
2013,Brand-47,Model-358,1.5,Auto,21700,21800,8/6/2020
2013,Brand-47,Model-340,1.5,Auto,33900,37800,8/6/2020
2014,Brand-36,Model-234,2.5,Auto,39800,44300,8/6/2020
2014,Brand-40,Model-275,1.6,Manual,10000,30300,8/6/2020
2014,Brand-40,Model-268,2,Auto,27000,48800,8/6/2020
2014,Brand-47,Model-342,2.5,Manual,48000,51800,8/6/2020
2014,Brand-47,Model-340,1.5,Auto,33000,43500,8/6/2020
2015,Brand-18,Model-73,1.5,Auto,46000,46300,8/6/2020
2015,Brand-18,Model-78,1.8,Auto,33000,58800,8/6/2020
2015,Brand-18,Model-78,1.8,Auto,37000,57200,8/6/2020
2015,Brand-18,Model-78,1.8,Auto,37300,58800,8/6/2020
2015,Brand-18,Model-74,1.5,Auto,46000,46300,8/6/2020
2015,Brand-34,Model-204,1.6,Auto,31400,33000,8/6/2020
2015,Brand-36,Model-235,2,Auto,47000,50000,8/6/2020
2015,Brand-47,Model-348,2,Auto,109300,108400,8/6/2020
2016,Brand-18,Model-79,2,Auto,68000,77200,8/6/2020
2016,Brand-30,Model-183,2,Auto,143000,158800,8/6/2020
2016,Brand-47,Model-341,1.8,Auto,36000,56300,8/6/2020
2016,Brand-47,Model-346,1.5,Auto,32800,55300,8/6/2020
2016,Brand-47,Model-340,1.5,Auto,40300,41700,8/6/2020
2017,Brand-18,Model-73,1.5,Auto,33000,56800,8/6/2020
2017,Brand-40,Model-262,2,Auto,67700,67800,8/6/2020
2017,Brand-47,Model-340,1.5,Auto,48000,48300,8/6/2020
2017,Brand-47,Model-340,1.5,Auto,31300,56200,8/6/2020
2018,Brand-47,Model-359,1.8,Auto,78800,88000,8/6/2020
2019,Brand-19,Model-100,2.5,Auto,104300,107600,8/6/2020
2019,Brand-40,Model-273,2,Auto,30000,85800,8/6/2020
2019,Brand-47,Model-340,1.5,Auto,60000,62500,8/6/2020
2002,Brand-18,Model-79,2,Auto,9900,30000,9/6/2020
2003,Brand-47,Model-352,1.8,Auto,3300,10800,9/6/2020
2003,Brand-47,Model-349,2,Auto,22000,24600,9/6/2020
2004,Brand-21,Model-115,1,Auto,2300,3300,9/6/2020
2005,Brand-18,Model-75,2,Auto,10900,13300,9/6/2020
2005,Brand-18,Model-80,2.4,Auto,23000,31200,9/6/2020
2005,Brand-47,Model-337,1.3,Auto,8000,12200,9/6/2020
2005,Brand-47,Model-337,1.3,Manual,7300,8600,9/6/2020
2006,Brand-40,Model-270,1.6,Auto,3800,10400,9/6/2020
2006,Brand-47,Model-340,1.5,Auto,9600,12300,9/6/2020
2007,Brand-19,Model-99,2.4,Auto,3400,5500,9/6/2020
2007,Brand-21,Model-97,1.4,Auto,3000,3700,9/6/2020
2007,Brand-39,Model-252,2,Auto,3300,7300,9/6/2020
2008,Brand-18,Model-72,1.8,Auto,23200,25300,9/6/2020
2008,Brand-47,Model-342,2.5,Auto,31000,33800,9/6/2020
2008,Brand-47,Model-340,1.5,Auto,17300,21600,9/6/2020
2009,Brand-18,Model-73,1.5,Auto,19800,20200,9/6/2020
2009,Brand-18,Model-79,2,Auto,20000,24700,9/6/2020
2009,Brand-36,Model-234,2.5,Auto,28000,28300,9/6/2020
2009,Brand-47,Model-339,2.4,Auto,61400,61800,9/6/2020
2009,Brand-47,Model-347,2,Auto,23000,25300,9/6/2020
2009,Brand-47,Model-340,1.5,Auto,19000,18300,9/6/2020
2010,Brand-18,Model-73,1.5,Auto,18300,22000,9/6/2020
2010,Brand-18,Model-73,1.5,Auto,22000,22300,9/6/2020
2010,Brand-34,Model-212,3.7,Auto,23800,24400,9/6/2020
2010,Brand-34,Model-208,1.5,Auto,12000,12700,9/6/2020
2010,Brand-40,Model-265,1.5,Manual,10000,10300,9/6/2020
2010,Brand-47,Model-350,3.5,Auto,68000,68400,9/6/2020
2011,Brand-18,Model-84,1.5,Auto,34000,36000,9/6/2020
2011,Brand-30,Model-185,1.8,Auto,33000,42300,9/6/2020
2011,Brand-36,Model-236,2.5,Auto,23000,38200,9/6/2020
2012,Brand-12,Model-47,1.6,Auto,10000,15400,9/6/2020
2012,Brand-12,Model-47,1.6,Auto,12300,14700,9/6/2020
2012,Brand-34,Model-208,1.5,Auto,13000,16300,9/6/2020
2012,Brand-34,Model-211,2.3,Auto,43000,48200,9/6/2020
2012,Brand-39,Model-169,1.6,Auto,19000,21600,9/6/2020
2012,Brand-40,Model-263,1.6,Auto,23000,27600,9/6/2020
2012,Brand-47,Model-340,1.5,Auto,10000,25200,9/6/2020
2012,Brand-48,Model-393,1.8,Auto,30000,32600,9/6/2020
2013,Brand-18,Model-74,1.3,Auto,23000,27300,9/6/2020
2013,Brand-40,Model-267,1.5,Auto,19300,22700,9/6/2020
2013,Brand-40,Model-263,1.6,Auto,26600,26700,9/6/2020
2013,Brand-47,Model-337,1.5,Auto,27100,28000,9/6/2020
2013,Brand-47,Model-345,2.5,Manual,38000,58300,9/6/2020
2014,Brand-12,Model-49,1.6,Auto,23000,25200,9/6/2020
2014,Brand-18,Model-75,2,Auto,38000,58500,9/6/2020
2014,Brand-18,Model-75,2,Auto,39000,61600,9/6/2020
2014,Brand-18,Model-73,1.5,Auto,33000,34000,9/6/2020
2014,Brand-18,Model-73,1.5,Auto,41300,41500,9/6/2020
2014,Brand-18,Model-79,2,Auto,34300,54600,9/6/2020
2014,Brand-18,Model-74,1.3,Auto,26000,28700,9/6/2020
2014,Brand-34,Model-213,2,Auto,33200,53300,9/6/2020
2014,Brand-45,Model-317,2,Auto,37100,38300,9/6/2020
2014,Brand-47,Model-347,2,Auto,41300,41600,9/6/2020
2015,Brand-18,Model-78,1.8,Auto,38900,58200,9/6/2020
2015,Brand-18,Model-74,1.5,Auto,38000,38500,9/6/2020
2015,Brand-19,Model-102,1.6,Auto,36100,36200,9/6/2020
2015,Brand-34,Model-208,1.5,Auto,42000,45500,9/6/2020
2015,Brand-47,Model-338,2,Auto,60000,60300,9/6/2020
2015,Brand-47,Model-340,1.5,Auto,38900,42500,9/6/2020
2015,Brand-47,Model-340,1.5,Manual,21000,34600,9/6/2020
2016,Brand-12,Model-43,3.2,Auto,38700,58800,9/6/2020
2016,Brand-14,Model-58,1.5,Manual,7900,14200,9/6/2020
2016,Brand-18,Model-73,1.5,Auto,37300,45700,9/6/2020
2016,Brand-18,Model-73,1.5,Auto,44700,44800,9/6/2020
2016,Brand-18,Model-72,1.5,Auto,73000,87000,9/6/2020
2016,Brand-18,Model-74,1.5,Auto,37000,42200,9/6/2020
2016,Brand-40,Model-267,1.5,Auto,24800,26600,9/6/2020
2016,Brand-45,Model-318,2,Auto,32300,56800,9/6/2020
2016,Brand-47,Model-342,2.5,Auto,33000,65800,9/6/2020
2017,Brand-18,Model-82,1.5,Auto,30100,53300,9/6/2020
2017,Brand-18,Model-82,1.5,Auto,33000,60400,9/6/2020
2018,Brand-18,Model-73,1.5,Auto,39900,60000,9/6/2020
2018,Brand-18,Model-72,1.8,Auto,76000,80400,9/6/2020
2018,Brand-40,Model-266,2.5,Auto,38000,67500,9/6/2020
2019,Brand-19,Model-100,2.5,Auto,101700,106400,9/6/2020
2019,Brand-47,Model-357,1.5,Auto,70000,70300,9/6/2020
1992,Brand-34,Model-214,2.2,Manual,1000,4500,10/6/2020
1997,Brand-40,Model-277,1.6,Auto,1000,2300,10/6/2020
1997,Brand-40,Model-265,1.5,Manual,1300,5800,10/6/2020
1998,Brand-40,Model-270,1.6,Auto,1000,3300,10/6/2020
2000,Brand-47,Model-348,2.4,Auto,13600,13800,10/6/2020
2002,Brand-19,Model-99,2,Auto,1800,2300,10/6/2020
2003,Brand-47,Model-348,2.4,Auto,23000,26300,10/6/2020
2003,Brand-47,Model-340,1.5,Auto,9000,10300,10/6/2020
2004,Brand-19,Model-97,1.3,Auto,3100,3600,10/6/2020
2004,Brand-40,Model-270,1.8,Auto,3300,7600,10/6/2020
2004,Brand-47,Model-341,1.8,Auto,9900,12300,10/6/2020
2005,Brand-18,Model-73,1.5,Auto,6000,7600,10/6/2020
2005,Brand-19,Model-103,2,Auto,2300,4700,10/6/2020
2005,Brand-21,Model-107,1.6,Auto,2000,2800,10/6/2020
2005,Brand-47,Model-337,1.3,Auto,8800,10500,10/6/2020
2005,Brand-47,Model-339,2.4,Auto,28000,28300,10/6/2020
2006,Brand-39,Model-252,2,Auto,3200,5300,10/6/2020
2006,Brand-40,Model-262,2.5,Auto,7800,8200,10/6/2020
2006,Brand-47,Model-349,1.8,Auto,24300,28300,10/6/2020
2007,Brand-18,Model-79,2,Auto,19000,20300,10/6/2020
2007,Brand-18,Model-79,2,Auto,21800,22300,10/6/2020
2007,Brand-47,Model-339,2.4,Auto,48000,48300,10/6/2020
2008,Brand-18,Model-73,1.5,Auto,9800,11500,10/6/2020
2008,Brand-18,Model-79,2,Auto,21300,22800,10/6/2020
2008,Brand-40,Model-276,1.6,Auto,10000,13700,10/6/2020
2008,Brand-40,Model-273,2,Auto,17000,22300,10/6/2020
2008,Brand-46,Model-329,1.6,Auto,8300,8800,10/6/2020
2008,Brand-47,Model-336,2.4,Auto,43300,52500,10/6/2020
2008,Brand-47,Model-337,1.3,Auto,10800,12500,10/6/2020
2008,Brand-47,Model-337,1.5,Auto,10800,15000,10/6/2020
2008,Brand-47,Model-347,2,Auto,20800,20800,10/6/2020
2009,Brand-18,Model-75,2.4,Auto,26300,28700,10/6/2020
2009,Brand-40,Model-274,3,Manual,16300,17000,10/6/2020
2009,Brand-41,Model-297,2,Auto,8000,8300,10/6/2020
2009,Brand-47,Model-340,1.5,Auto,21800,21800,10/6/2020
